301021	爱小茹	通用女声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301022	爱小蓉	通用女声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301023	爱小燕	通用女声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301024	爱小莲	通用女声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301025	爱小武	通用男声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301026	爱小雪	通用女声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301027	爱小媛	通用女声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301028	爱小娴	通用女声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301029	爱小涛	通用男声	精品音色	中文	8k/16k	中性、高兴、生气、悲伤、恐惧、新闻、故事、广播、诗歌、客服
301030	爱小溪	对话女声	精品音色	中文	8k/16k	中性
301031	爱小树	对话女声	精品音色	中文	8k/16k	中性，悲伤，生气，高兴，恐惧，震惊，撒娇，厌恶
301032	爱小荷	对话女声	精品音色	中文	8k/16k	中性，悲伤，生气，高兴，恐惧，震惊，撒娇，厌恶
301033	爱小叶	对话女声	精品音色	中文	8k/16k	中性，悲伤，生气，高兴，恐惧，震惊，撒娇，厌恶
301034	爱小杭	对话男声	精品音色	中文	8k/16k	中性，悲伤，生气，高兴，恐惧，震惊，撒娇，厌恶
301035	爱小梅	对话女声	精品音色	中文	8k/16k	中性，悲伤，生气，高兴，恐惧，震惊，撒娇，厌恶
301036	爱小柯	对话男声	精品音色	中文	8k/16k	中性，悲伤，生气，高兴，恐惧，震惊，撒娇，厌恶
301037	爱小静	对话女声	精品音色	中文	8k/16k	中性
301038	爱小桃	对话女声	精品音色	中文	8k/16k	中性，平静，兴奋，诗歌，悲伤，生气，恐惧，撒娇，厌恶
401000	智妍	活力女声	精品音色	中文	8k/16k	中性
401001	智萱	温暖女声	精品音色	中文	8k/16k	中性
401002	智飞	活力男声	精品音色	中文	8k/16k	中性
401003	智悦	活力女声	精品音色	中文	8k/16k	中性
401004	智海	成熟男声	精品音色	中文	8k/16k	中性
401005	智凡	新闻男声	精品音色	中文	8k/16k	中性
401006	智航	导航女声	精品音色	中文	8k/16k	中性
401007	智婷	广告女声	精品音色	中文	8k/16k	中性
401008	智霞	通用女声	精品音色	中文	8k/16k	中性	
